0.3,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
0.6,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
0.9,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
1.2,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
1.5,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
1.8,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
2.1,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
2.4,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
2.7,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
3,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
3.3,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
3.6,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
3.9,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
4.2,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
4.5,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
4.8,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
5.1,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
5.4,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
5.7,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
6,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
6.3,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
6.6,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
6.9,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
7.2,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
7.5,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
7.8,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
8.1,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
8.4,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
8.7,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
9,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
9.3,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
9.6,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
9.9,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
10.2,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
10.5,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
10.8,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
11.1,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
11.4,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
11.7,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
12,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
12.3,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
12.6,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
12.9,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
13.2,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
13.5,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
13.8,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
14.1,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
14.4,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
14.7,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
15,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
15.3,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
15.6,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
15.9,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
16.2,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
16.5,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
16.8,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
17.1,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
17.4,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
17.7,27,13567,27967,7167,22207,3967,10367,5567,16767,23105,25474,26737,25682
18,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
18.3,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
18.6,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
18.9,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
19.2,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
19.5,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
19.8,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
20.1,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
20.4,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
20.7,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
21,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
21.3,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
21.6,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
21.9,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
22.2,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
22.5,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
22.8,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
23.1,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
23.4,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
23.7,27,32127,29567,32447,31807,26367,31807,30847,31167,23105,25474,26737,25682
